a_id,a_text,q_id,score
221-q_32,To add columns select the text you want to arrange into columns (in this case the text from Figure X). Then go to Layout>Columns and select the number of columns. (And because here there are more than three columns in Figure X select More Columns at the bottom of the menu.),q_32,correct
27-q_32,Figure X: My Text Layout: Before' has 1 column while 'Figure X: My Text Layout: After' has 4 layouts. To change the layout to the one shown on the My Text Layout: After image you could select the entire text in the document click on the Layout tab click the Column arrow click the More Columns... option and then type the number 4 next to Number of Columns .,q_32,correct
31-q_32,Layout and then Columns,q_32,incorrect
5-q_32,,q_32,incorrect
64-q_32,Select all of the text click on Layouts tab click on columns click on more columns change the number of columns to 4,q_32,correct
67-q_32,we can do so by selecting the entire text in the document click on --> the Layout tab click the Column arrow click the More Columns... option and then type the number 4 next to Number of Columns .,q_32,correct
78-q_32,The difference between the layout is in the number of column. The My Text Layout: Before image has 2 columns the My Text Layout: After image has 4 columns. To change the layout to the one shown on the My Text Layout: After image you could select the entire text in the document click on the Layout tab click the Column arrow click the More Columns option and then type the number 4 next to Number of Columns.,q_32,correct
86-q_32,To change the layout to the one shown on the My Text Layout: After image you could select the entire text in the document click on the Layout tab click the Column arrow click the More Columns... option and then type the number 4 next to Number of Columns'.,q_32,correct
91-q_32,Highlight the text then go to layout tab then go to columns -> then click three.,q_32,incorrect
98-q_32,If you want to change the layout to the one in Figure X you can do so by selecting the entrie text in the document click on the layout tab click the column arrow click the 'More Columns' option and then you type the number 3 next to the 'Number of Columns'.,q_32,correct
107-q_59,It would be to click on the image to view an icon on the right of the image > Click on the blue Layout Options icon then click on the picture under I n Line with Text.,q_59,incorrect
109-q_59,The difference between the layout is in the number of columns: while the My Text Layout: Before image has 2 columns the My Text Layout: After image has 3 columns. To change the layout to the one shown on the My Text Layout: After image you could select the entire text in the document click on the Layout tab click the Column arrow click the More Columns... option and then type the number 3 next to Number of Columns .,q_59,correct
117-q_59,The layout in the 'after image there are 3 text columns. To change the layout to the one shown in the 'after' you should select the entire Word document then select the column option found in the layout tab choose the option that says more columns and enter the number 3 in the box labeled number of columns.,q_59,correct
122-q_59,Locate the text that you want to change the layout for. This can be a paragraph or a specific section of text. Highlight the text that you want to change the layout for. Go to the 'Layout' tab in the Word ribbon. This tab contains options related to text layout including alignment margins and spacing. In the 'Layout' tab you can adjust the text alignment margins and other layout settings to achieve the desired layout. To change the text alignment you can use the alignment buttons (left-align center-align right-align or justified). To change margins you can click on the 'Margins' option and select from predefined margin settings or customize your own. Make the necessary changes to the text layout based on your requirements.,q_59,incorrect
